Row ID,總分類,大分類,中分類,小分類,細分類,提示詞內容
提示詞-1314,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),04. 短耳朵 (short ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 短耳朵 (short ears) -  - 
提示詞-1315,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),05. 寬耳朵 (wide ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 寬耳朵 (wide ears) -  - 
提示詞-1316,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),06. 窄耳朵 (narrow ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 窄耳朵 (narrow ears) -  - 
提示詞-1317,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),07. 圓耳朵 (round ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 圓耳朵 (round ears) -  - 
提示詞-1318,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),08. 尖耳朵 (pointed ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 尖耳朵 (pointed ears) -  - 
提示詞-1319,09. 五官 (Facial features),02. 耳朵 (Ears),01. 大小與形狀 (Size & Shape),09. 不對稱耳 (asymmetrical ears),-,五官 (Facial features) - 耳朵 (Ears) - 大小與形狀 (Size & Shape) - 不對稱耳 (asymmetrical ears) -  - 
提示詞-1320,09. 五官 (Facial features),02. 耳朵 (Ears),02. 耳垂特徵 (Earlobe Characteristics),01. 厚耳垂 (thick earlobes),-,五官 (Facial features) - 耳朵 (Ears) - 耳垂特徵 (Earlobe Characteristics) - 厚耳垂 (thick earlobes) -  - 
提示詞-1321,09. 五官 (Facial features),02. 耳朵 (Ears),02. 耳垂特徵 (Earlobe Characteristics),02. 薄耳垂 (thin earlobes),-,五官 (Facial features) - 耳朵 (Ears) - 耳垂特徵 (Earlobe Characteristics) - 薄耳垂 (thin earlobes) -  - 
提示詞-1322,09. 五官 (Facial features),02. 耳朵 (Ears),02. 耳垂特徵 (Earlobe Characteristics),03. 無耳垂 (attached earlobes),-,五官 (Facial features) - 耳朵 (Ears) - 耳垂特徵 (Earlobe Characteristics) - 無耳垂 (attached earlobes) -  - 
提示詞-1323,09. 五官 (Facial features),02. 耳朵 (Ears),02. 耳垂特徵 (Earlobe Characteristics),04. 分離耳垂 (detached earlobes),-,五官 (Facial features) - 耳朵 (Ears) - 耳垂特徵 (Earlobe Characteristics) - 分離耳垂 (detached earlobes) -  - 
提示詞-1324,09. 五官 (Facial features),02. 耳朵 (Ears),02. 耳垂特徵 (Earlobe Characteristics),05. 招財耳 (Buddha ears),-,五官 (Facial features) - 耳朵 (Ears) - 耳垂特徵 (Earlobe Characteristics) - 招財耳 (Buddha ears) -  - 
提示詞-1325,09. 五官 (Facial features),02. 耳朵 (Ears),03. 輪廓與位置特徵 (Contour & Position),01. 招風耳 (prominent ears),-,五官 (Facial features) - 耳朵 (Ears) - 輪廓與位置特徵 (Contour & Position) - 招風耳 (prominent ears) -  - 
提示詞-1326,09. 五官 (Facial features),02. 耳朵 (Ears),03. 輪廓與位置特徵 (Contour & Position),02. 貼腦耳 (flat ears),-,五官 (Facial features) - 耳朵 (Ears) - 輪廓與位置特徵 (Contour & Position) - 貼腦耳 (flat ears) -  - 
提示詞-1327,09. 五官 (Facial features),02. 耳朵 (Ears),03. 輪廓與位置特徵 (Contour & Position),03. 挺立耳朵 (perked up ears),-,五官 (Facial features) - 耳朵 (Ears) - 輪廓與位置特徵 (Contour & Position) - 挺立耳朵 (perked up ears) -  - 
提示詞-1328,09. 五官 (Facial features),02. 耳朵 (Ears),03. 輪廓與位置特徵 (Contour & Position),04. 柔軟耳朵 (soft ears),-,五官 (Facial features) - 耳朵 (Ears) - 輪廓與位置特徵 (Contour & Position) - 柔軟耳朵 (soft ears) -  - 
提示詞-1329,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),01. 精靈耳 (elf ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 精靈耳 (elf ears) -  - 
提示詞-1330,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),02. 妖精耳 (fairy ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 妖精耳 (fairy ears) -  - 
提示詞-1331,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),03. 獸耳 (animal ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 獸耳 (animal ears) -  - 
提示詞-1332,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),04. 貓耳 (cat ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 貓耳 (cat ears) -  - 
提示詞-1333,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),05. 兔耳 (bunny ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 兔耳 (bunny ears) -  - 
提示詞-1334,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),06. 狗耳 (dog ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 狗耳 (dog ears) -  - 
提示詞-1335,09. 五官 (Facial features),02. 耳朵 (Ears),04. 奇幻與動物特徵 (Fantasy & Animal Ears),07. 狐狸耳 (fox ears),-,五官 (Facial features) - 耳朵 (Ears) - 奇幻與動物特徵 (Fantasy & Animal Ears) - 狐狸耳 (fox ears) -  - 
提示詞-1336,09. 五官 (Facial features),02. 耳朵 (Ears),05. 視覺與狀態描述 (Visual & State Descriptions),01. 精緻耳朵 (delicate ears),-,五官 (Facial features) - 耳朵 (Ears) - 視覺與狀態描述 (Visual & State Descriptions) - 精緻耳朵 (delicate ears) -  - 
提示詞-1337,09. 五官 (Facial features),02. 耳朵 (Ears),05. 視覺與狀態描述 (Visual & State Descriptions),02. 帶耳環耳朵 (ears with piercings),-,五官 (Facial features) - 耳朵 (Ears) - 視覺與狀態描述 (Visual & State Descriptions) - 帶耳環耳朵 (ears with piercings) -  - 
提示詞-1338,09. 五官 (Facial features),02. 耳朵 (Ears),05. 視覺與狀態描述 (Visual & State Descriptions),03. 微紅耳朵 (flushed ears),-,五官 (Facial features) - 耳朵 (Ears) - 視覺與狀態描述 (Visual & State Descriptions) - 微紅耳朵 (flushed ears) -  - 
提示詞-1339,09. 五官 (Facial features),02. 耳朵 (Ears),05. 視覺與狀態描述 (Visual & State Descriptions),04. 透明感耳朵 (translucent ears),-,五官 (Facial features) - 耳朵 (Ears) - 視覺與狀態描述 (Visual & State Descriptions) - 透明感耳朵 (translucent ears) -  - 
提示詞-1340,09. 五官 (Facial features),02. 耳朵 (Ears),05. 視覺與狀態描述 (Visual & State Descriptions),05. 頭髮遮耳 (ears hidden in hair),-,五官 (Facial features) - 耳朵 (Ears) - 視覺與狀態描述 (Visual & State Descriptions) - 頭髮遮耳 (ears hidden in hair) -  - 
提示詞-1341,09. 五官 (Facial features),02. 耳朵 (Ears),06. 耳朵_自定,-,-,五官 (Facial features) - 耳朵 (Ears) - 耳朵_自定 -  -  -  - 
提示詞-1342,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),01. 鷹鉤鼻 (aquiline nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 鷹鉤鼻 (aquiline nose) -  - 
提示詞-1343,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),02. 翹鼻 (upturned nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 翹鼻 (upturned nose) -  - 
提示詞-1344,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),03. 希臘鼻 (Greek nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 希臘鼻 (Greek nose) -  - 
提示詞-1345,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),04. 鈕扣鼻 (button nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 鈕扣鼻 (button nose) -  - 
提示詞-1346,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),05. 羅馬鼻 (Roman nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 羅馬鼻 (Roman nose) -  - 
提示詞-1347,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),06. 蒜頭鼻 (garlic nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 蒜頭鼻 (garlic nose) -  - 
提示詞-1348,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),07. 朝天鼻 (pug nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 朝天鼻 (pug nose) -  - 
提示詞-1349,09. 五官 (Facial features),03. 鼻子 (Nose),01. 經典與特殊鼻型 (Classic & Specific Shapes),08. 駝峰鼻 (hooked nose),-,五官 (Facial features) - 鼻子 (Nose) - 經典與特殊鼻型 (Classic & Specific Shapes) - 駝峰鼻 (hooked nose) -  - 
提示詞-1350,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),01. 高挺鼻樑 (high nose bridge),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 高挺鼻樑 (high nose bridge) -  - 
提示詞-1351,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),02. 直挺鼻 (straight nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 直挺鼻 (straight nose) -  - 
提示詞-1352,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),03. 挺拔鼻 (prominent nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 挺拔鼻 (prominent nose) -  - 
提示詞-1353,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),04. 塌鼻樑 (low nose bridge),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 塌鼻樑 (low nose bridge) -  - 
提示詞-1354,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),05. 扁平鼻 (flat nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 扁平鼻 (flat nose) -  - 
提示詞-1355,09. 五官 (Facial features),03. 鼻子 (Nose),02. 鼻樑與立體度 (Bridge & Prominence),06. 骨感鼻 (bony nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻樑與立體度 (Bridge & Prominence) - 骨感鼻 (bony nose) -  - 
提示詞-1356,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),01. 長鼻 (long nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 長鼻 (long nose) -  - 
提示詞-1357,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),02. 短鼻 (short nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 短鼻 (short nose) -  - 
提示詞-1358,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),03. 寬鼻 (wide nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 寬鼻 (wide nose) -  - 
提示詞-1359,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),04. 窄鼻 (narrow nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 窄鼻 (narrow nose) -  - 
提示詞-1360,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),05. 小巧鼻 (petite nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 小巧鼻 (petite nose) -  - 
提示詞-1361,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),06. 精緻鼻 (refined nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 精緻鼻 (refined nose) -  - 
提示詞-1362,09. 五官 (Facial features),03. 鼻子 (Nose),03. 整體大小與比例 (Size & Proportion),07. 完美比例鼻 (perfectly proportioned nose),-,五官 (Facial features) - 鼻子 (Nose) - 整體大小與比例 (Size & Proportion) - 完美比例鼻 (perfectly proportioned nose) -  - 
提示詞-1363,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),01. 圓鼻頭 (bulbous nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 圓鼻頭 (bulbous nose) -  - 
提示詞-1364,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),02. 圓潤鼻 (rounded nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 圓潤鼻 (rounded nose) -  - 
提示詞-1365,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),03. 尖鼻 (pointed nose),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 尖鼻 (pointed nose) -  - 
提示詞-1366,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),04. 寬鼻翼 (wide nostrils),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 寬鼻翼 (wide nostrils) -  - 
提示詞-1367,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),05. 窄鼻翼 (narrow nostrils),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 窄鼻翼 (narrow nostrils) -  - 
提示詞-1368,09. 五官 (Facial features),03. 鼻子 (Nose),04. 鼻頭與鼻翼細節 (Tip & Nostril Details),06. 微縮鼻孔 (flared nostrils),-,五官 (Facial features) - 鼻子 (Nose) - 鼻頭與鼻翼細節 (Tip & Nostril Details) - 微縮鼻孔 (flared nostrils) -  - 
提示詞-1369,09. 五官 (Facial features),03. 鼻子 (Nose),05. 表面與視覺特徵 (Surface & Visual Features),01. 鼻尖微紅 (reddish nose tip),-,五官 (Facial features) - 鼻子 (Nose) - 表面與視覺特徵 (Surface & Visual Features) - 鼻尖微紅 (reddish nose tip) -  - 
提示詞-1370,09. 五官 (Facial features),03. 鼻子 (Nose),05. 表面與視覺特徵 (Surface & Visual Features),02. 雀斑鼻 (nose with freckles),-,五官 (Facial features) - 鼻子 (Nose) - 表面與視覺特徵 (Surface & Visual Features) - 雀斑鼻 (nose with freckles) -  - 
提示詞-1371,09. 五官 (Facial features),03. 鼻子 (Nose),05. 表面與視覺特徵 (Surface & Visual Features),03. 鼻上有痣 (mole on nose),-,五官 (Facial features) - 鼻子 (Nose) - 表面與視覺特徵 (Surface & Visual Features) - 鼻上有痣 (mole on nose) -  - 
提示詞-1372,09. 五官 (Facial features),03. 鼻子 (Nose),06. 鼻子_自定,-,-,五官 (Facial features) - 鼻子 (Nose) - 鼻子_自定 -  -  -  - 
提示詞-1373,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),01. 豐厚嘴唇 (plump lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 豐厚嘴唇 (plump lips) -  - 
提示詞-1374,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),02. 薄嘴唇 (thin lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 薄嘴唇 (thin lips) -  - 
提示詞-1375,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),03. 豐滿上唇 (full upper lip),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 豐滿上唇 (full upper lip) -  - 
提示詞-1376,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),04. 豐滿下唇 (full lower lip),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 豐滿下唇 (full lower lip) -  - 
提示詞-1377,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),05. 寬嘴 (wide mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 寬嘴 (wide mouth) -  - 
提示詞-1378,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),06. 小嘴 (small mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 小嘴 (small mouth) -  - 
提示詞-1379,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),07. 櫻桃小嘴 (cherry lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 櫻桃小嘴 (cherry lips) -  - 
提示詞-1380,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),08. 圓潤嘴唇 (round lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 圓潤嘴唇 (round lips) -  - 
提示詞-1381,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),09. 扁平嘴唇 (flat lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 扁平嘴唇 (flat lips) -  - 
提示詞-1382,09. 五官 (Facial features),04. 嘴巴 (Mouth),01. 嘴唇厚度與大小 (Lip Thickness & Size),10. 不對稱嘴 (asymmetrical mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴唇厚度與大小 (Lip Thickness & Size) - 不對稱嘴 (asymmetrical mouth) -  - 
提示詞-1383,09. 五官 (Facial features),04. 嘴巴 (Mouth),02. 特殊唇型與輪廓 (Special Lip Shapes & Contours),01. 唇峰明顯 (defined Cupid's bow),-,五官 (Facial features) - 嘴巴 (Mouth) - 特殊唇型與輪廓 (Special Lip Shapes & Contours) - 唇峰明顯 (defined Cupid's bow) -  - 
提示詞-1384,09. 五官 (Facial features),04. 嘴巴 (Mouth),02. 特殊唇型與輪廓 (Special Lip Shapes & Contours),02. M型唇 (M-shaped lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 特殊唇型與輪廓 (Special Lip Shapes & Contours) - M型唇 (M-shaped lips) -  - 
提示詞-1385,09. 五官 (Facial features),04. 嘴巴 (Mouth),02. 特殊唇型與輪廓 (Special Lip Shapes & Contours),03. 菱角嘴 (diamond-shaped mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 特殊唇型與輪廓 (Special Lip Shapes & Contours) - 菱角嘴 (diamond-shaped mouth) -  - 
提示詞-1386,09. 五官 (Facial features),04. 嘴巴 (Mouth),02. 特殊唇型與輪廓 (Special Lip Shapes & Contours),04. 貓咪嘴 (cat-like mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 特殊唇型與輪廓 (Special Lip Shapes & Contours) - 貓咪嘴 (cat-like mouth) -  - 
提示詞-1387,09. 五官 (Facial features),04. 嘴巴 (Mouth),02. 特殊唇型與輪廓 (Special Lip Shapes & Contours),05. 嘟嘟唇 (pouty lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 特殊唇型與輪廓 (Special Lip Shapes & Contours) - 嘟嘟唇 (pouty lips) -  - 
提示詞-1388,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),01. 嘴角上揚 (upturned mouth corners),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 嘴角上揚 (upturned mouth corners) -  - 
提示詞-1389,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),02. 嘴角下垂 (downturned mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 嘴角下垂 (downturned mouth) -  - 
提示詞-1390,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),03. 微笑唇 (smiling lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 微笑唇 (smiling lips) -  - 
提示詞-1391,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),04. 緊閉雙唇 (tightly closed lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 緊閉雙唇 (tightly closed lips) -  - 
提示詞-1392,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),05. 微張嘴 (parted lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 微張嘴 (parted lips) -  - 
提示詞-1393,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),06. 吹氣嘴 (blowing lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 吹氣嘴 (blowing lips) -  - 
提示詞-1394,09. 五官 (Facial features),04. 嘴巴 (Mouth),03. 嘴角走向與表情 (Mouth Corners & Expressions),07. 咬唇 (biting lip),-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴角走向與表情 (Mouth Corners & Expressions) - 咬唇 (biting lip) -  - 
提示詞-1395,09. 五官 (Facial features),04. 嘴巴 (Mouth),04. 牙齒與舌頭特徵 (Teeth & Tongue Features),01. 露齒笑 (toothy smile),-,五官 (Facial features) - 嘴巴 (Mouth) - 牙齒與舌頭特徵 (Teeth & Tongue Features) - 露齒笑 (toothy smile) -  - 
提示詞-1396,09. 五官 (Facial features),04. 嘴巴 (Mouth),04. 牙齒與舌頭特徵 (Teeth & Tongue Features),02. 虎牙 (snaggletooth),-,五官 (Facial features) - 嘴巴 (Mouth) - 牙齒與舌頭特徵 (Teeth & Tongue Features) - 虎牙 (snaggletooth) -  - 
提示詞-1397,09. 五官 (Facial features),04. 嘴巴 (Mouth),04. 牙齒與舌頭特徵 (Teeth & Tongue Features),03. 兔牙 (bunny teeth),-,五官 (Facial features) - 嘴巴 (Mouth) - 牙齒與舌頭特徵 (Teeth & Tongue Features) - 兔牙 (bunny teeth) -  - 
提示詞-1398,09. 五官 (Facial features),04. 嘴巴 (Mouth),04. 牙齒與舌頭特徵 (Teeth & Tongue Features),04. 舌頭微露 (tongue out slightly),-,五官 (Facial features) - 嘴巴 (Mouth) - 牙齒與舌頭特徵 (Teeth & Tongue Features) - 舌頭微露 (tongue out slightly) -  - 
提示詞-1399,09. 五官 (Facial features),04. 嘴巴 (Mouth),04. 牙齒與舌頭特徵 (Teeth & Tongue Features),05. 吐舌 (sticking out tongue),-,五官 (Facial features) - 嘴巴 (Mouth) - 牙齒與舌頭特徵 (Teeth & Tongue Features) - 吐舌 (sticking out tongue) -  - 
提示詞-1400,09. 五官 (Facial features),04. 嘴巴 (Mouth),05. 表面狀態與細節 (Surface States & Details),01. 濕潤嘴唇 (moist lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 表面狀態與細節 (Surface States & Details) - 濕潤嘴唇 (moist lips) -  - 
提示詞-1401,09. 五官 (Facial features),04. 嘴巴 (Mouth),05. 表面狀態與細節 (Surface States & Details),02. 乾燥嘴唇 (chapped lips),-,五官 (Facial features) - 嘴巴 (Mouth) - 表面狀態與細節 (Surface States & Details) - 乾燥嘴唇 (chapped lips) -  - 
提示詞-1402,09. 五官 (Facial features),04. 嘴巴 (Mouth),05. 表面狀態與細節 (Surface States & Details),03. 嘴角有痣 (mole near mouth),-,五官 (Facial features) - 嘴巴 (Mouth) - 表面狀態與細節 (Surface States & Details) - 嘴角有痣 (mole near mouth) -  - 
提示詞-1403,09. 五官 (Facial features),04. 嘴巴 (Mouth),06. 嘴巴_自定,-,-,五官 (Facial features) - 嘴巴 (Mouth) - 嘴巴_自定 -  -  -  - 
提示詞-1404,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),01. 劍眉 (sword-shaped eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 劍眉 (sword-shaped eyebrows) -  - 
提示詞-1405,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),02. 彎月眉 (crescent eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 彎月眉 (crescent eyebrows) -  - 
提示詞-1406,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),03. 柳葉眉 (willow leaf eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 柳葉眉 (willow leaf eyebrows) -  - 
提示詞-1407,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),04. 平眉 (straight eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 平眉 (straight eyebrows) -  - 
提示詞-1408,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),05. 一字平眉 (flat eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 一字平眉 (flat eyebrows) -  - 
提示詞-1409,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),06. 高挑眉 (arched eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 高挑眉 (arched eyebrows) -  - 
